"AMG900"	"Aloxistatin"	"Berberine"	"CA-074.Me"	"Calcitriol"	"Clardribine"	"Cytochalasin.D"	"Dexamethasone"	"Etoposide"	"FCCP"	"Fenbendazole"	"LY2109701"	"LatrunculinB"	"Mebendazole"	"Nicolsamide"	"Nicotinamide"	"Rotenone"	"Staurosporine"	"TC-S7004"	"Tetrandine"	"AMG900:Aloxistatin"	"AMG900:Berberine"	"AMG900:CA-074.Me"	"AMG900:Calcitriol"	"AMG900:Clardribine"	"AMG900:Cytochalasin.D"	"AMG900:Dexamethasone"	"AMG900:Etoposide"	"AMG900:FCCP"	"AMG900:Fenbendazole"	"AMG900:LY2109701"	"AMG900:LatrunculinB"	"AMG900:Mebendazole"	"AMG900:Nicolsamide"	"AMG900:Nicotinamide"	"AMG900:Rotenone"	"AMG900:Staurosporine"	"AMG900:TC-S7004"	"AMG900:Tetrandine"	"Aloxistatin:Berberine"	"Aloxistatin:CA-074.Me"	"Aloxistatin:Calcitriol"	"Aloxistatin:Clardribine"	"Aloxistatin:Cytochalasin.D"	"Aloxistatin:Dexamethasone"	"Aloxistatin:Etoposide"	"Aloxistatin:FCCP"	"Aloxistatin:Fenbendazole"	"Aloxistatin:LY2109701"	"Aloxistatin:LatrunculinB"	"Aloxistatin:Mebendazole"	"Aloxistatin:Nicolsamide"	"Aloxistatin:Nicotinamide"	"Aloxistatin:Rotenone"	"Aloxistatin:Staurosporine"	"Aloxistatin:TC-S7004"	"Aloxistatin:Tetrandine"	"Berberine:CA-074.Me"	"Berberine:Calcitriol"	"Berberine:Clardribine"	"Berberine:Cytochalasin.D"	"Berberine:Dexamethasone"	"Berberine:Etoposide"	"Berberine:FCCP"	"Berberine:Fenbendazole"	"Berberine:LY2109701"	"Berberine:LatrunculinB"	"Berberine:Mebendazole"	"Berberine:Nicolsamide"	"Berberine:Nicotinamide"	"Berberine:Rotenone"	"Berberine:Staurosporine"	"Berberine:TC-S7004"	"Berberine:Tetrandine"	"CA-074.Me:Calcitriol"	"CA-074.Me:Clardribine"	"CA-074.Me:Cytochalasin.D"	"CA-074.Me:Dexamethasone"	"CA-074.Me:Etoposide"	"CA-074.Me:FCCP"	"CA-074.Me:Fenbendazole"	"CA-074.Me:LY2109701"	"CA-074.Me:LatrunculinB"	"CA-074.Me:Mebendazole"	"CA-074.Me:Nicolsamide"	"CA-074.Me:Nicotinamide"	"CA-074.Me:Rotenone"	"CA-074.Me:Staurosporine"	"CA-074.Me:TC-S7004"	"CA-074.Me:Tetrandine"	"Calcitriol:Clardribine"	"Calcitriol:Cytochalasin.D"	"Calcitriol:Dexamethasone"	"Calcitriol:Etoposide"	"Calcitriol:FCCP"	"Calcitriol:Fenbendazole"	"Calcitriol:LY2109701"	"Calcitriol:LatrunculinB"	"Calcitriol:Mebendazole"	"Calcitriol:Nicolsamide"	"Calcitriol:Nicotinamide"	"Calcitriol:Rotenone"	"Calcitriol:Staurosporine"	"Calcitriol:TC-S7004"	"Calcitriol:Tetrandine"	"Clardribine:Cytochalasin.D"	"Clardribine:Dexamethasone"	"Clardribine:Etoposide"	"Clardribine:FCCP"	"Clardribine:Fenbendazole"	"Clardribine:LY2109701"	"Clardribine:LatrunculinB"	"Clardribine:Mebendazole"	"Clardribine:Nicolsamide"	"Clardribine:Nicotinamide"	"Clardribine:Rotenone"	"Clardribine:Staurosporine"	"Clardribine:TC-S7004"	"Clardribine:Tetrandine"	"Cytochalasin.D:Dexamethasone"	"Cytochalasin.D:Etoposide"	"Cytochalasin.D:FCCP"	"Cytochalasin.D:Fenbendazole"	"Cytochalasin.D:LY2109701"	"Cytochalasin.D:LatrunculinB"	"Cytochalasin.D:Mebendazole"	"Cytochalasin.D:Nicolsamide"	"Cytochalasin.D:Nicotinamide"	"Cytochalasin.D:Rotenone"	"Cytochalasin.D:Staurosporine"	"Cytochalasin.D:TC-S7004"	"Cytochalasin.D:Tetrandine"	"Dexamethasone:Etoposide"	"Dexamethasone:FCCP"	"Dexamethasone:Fenbendazole"	"Dexamethasone:LY2109701"	"Dexamethasone:LatrunculinB"	"Dexamethasone:Mebendazole"	"Dexamethasone:Nicolsamide"	"Dexamethasone:Nicotinamide"	"Dexamethasone:Rotenone"	"Dexamethasone:Staurosporine"	"Dexamethasone:TC-S7004"	"Dexamethasone:Tetrandine"	"Etoposide:FCCP"	"Etoposide:Fenbendazole"	"Etoposide:LY2109701"	"Etoposide:LatrunculinB"	"Etoposide:Mebendazole"	"Etoposide:Nicolsamide"	"Etoposide:Nicotinamide"	"Etoposide:Rotenone"	"Etoposide:Staurosporine"	"Etoposide:TC-S7004"	"Etoposide:Tetrandine"	"FCCP:Fenbendazole"	"FCCP:LY2109701"	"FCCP:LatrunculinB"	"FCCP:Mebendazole"	"FCCP:Nicolsamide"	"FCCP:Nicotinamide"	"FCCP:Rotenone"	"FCCP:Staurosporine"	"FCCP:TC-S7004"	"FCCP:Tetrandine"	"Fenbendazole:LY2109701"	"Fenbendazole:LatrunculinB"	"Fenbendazole:Mebendazole"	"Fenbendazole:Nicolsamide"	"Fenbendazole:Nicotinamide"	"Fenbendazole:Rotenone"	"Fenbendazole:Staurosporine"	"Fenbendazole:TC-S7004"	"Fenbendazole:Tetrandine"	"LY2109701:LatrunculinB"	"LY2109701:Mebendazole"	"LY2109701:Nicolsamide"	"LY2109701:Nicotinamide"	"LY2109701:Rotenone"	"LY2109701:Staurosporine"	"LY2109701:TC-S7004"	"LY2109701:Tetrandine"	"LatrunculinB:Mebendazole"	"LatrunculinB:Nicolsamide"	"LatrunculinB:Nicotinamide"	"LatrunculinB:Rotenone"	"LatrunculinB:Staurosporine"	"LatrunculinB:TC-S7004"	"LatrunculinB:Tetrandine"	"Mebendazole:Nicolsamide"	"Mebendazole:Nicotinamide"	"Mebendazole:Rotenone"	"Mebendazole:Staurosporine"	"Mebendazole:TC-S7004"	"Mebendazole:Tetrandine"	"Nicolsamide:Nicotinamide"	"Nicolsamide:Rotenone"	"Nicolsamide:Staurosporine"	"Nicolsamide:TC-S7004"	"Nicolsamide:Tetrandine"	"Nicotinamide:Rotenone"	"Nicotinamide:Staurosporine"	"Nicotinamide:TC-S7004"	"Nicotinamide:Tetrandine"	"Rotenone:Staurosporine"	"Rotenone:TC-S7004"	"Rotenone:Tetrandine"	"Staurosporine:TC-S7004"	"Staurosporine:Tetrandine"	"TC-S7004:Tetrandine"
"MEAN_ObjectSpotTotalAreaCh2"	1.34874475288727	-0.432134764132209	-1.37042032175773	-0.541999040920953	-0.998627149841785	1.88002845857892	0.508514835125451	-0.444198944667774	0.837844981219019	-0.325007133392866	1.20629419926678	-1.52793355115809	0.217677857700643	1.0415227645286	0.185198653440209	-0.51735732160011	-0.175139024530602	-0.318299502580227	-0.913747407842331	-0.999427771795586	0	0	0	0	-2.92856332902725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933427654560552	0	0	0	0	0	0	0	0	0.888638704842642	0	0	-0.52114947544187	0	0	0	0	0	0	0	0	0	0	0	-0.332418365486602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95699499574322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.18070654879577	0	0	0	0	0	0	0	-0.858834030241503	0	0	1.14913912439642	0	0	0	0	0	0	0	-0.70842191475174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79401698448015	0	0	0	0
"SD_ObjectSpotTotalAreaCh2"	0.685358808259001	0.317198758806722	0.478219936626428	0.437204572727838	0.149797816400294	0.392935515577116	0.552507692907126	0.108554392369213	0.749253053581701	0.238476278508204	1.0633444624024	0.146635173434975	0.465579693760514	0.768422760404575	0.412479243951399	0.587927188295105	0.873286978132342	0.203914138864796	0.368163149542186	0.205773853572247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.589766517603293	0	0	0	0.839762020607822	0	0	0	1.54293191212618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.441122456003611	0	0	0	0	0	0	0	0	-0.929580157966285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78143596843892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.54564189307305	0	0	0.487991017701065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63604278714062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalAreaCh2"	0.503011589070198	-0.0372720683548142	-0.183406074367324	-0.0827170434502264	-0.225034355434045	0.66368304351626	0.270629985718948	-0.143817249132876	0.0104506342428421	0.175992301492805	2.33800679517907	0.00883743747992635	0.124011948957539	1.53793387775607	0.173891501844901	-0.0158612215583238	0.73321958213765	0.140032227609612	-0.3088169345395	0.664589348640546	0	0.279870617527131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75018041548425	0	0	0	0	0	0.421349903256125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367187016559874	0	0	0	-1.02916068113442	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13959551238813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.655364342700257	0	0	-1.33521327848393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.47357648100093	0	0	0	0	0	0	0	1.15231439643085	0	0	0	0	-0.71208775572329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalAreaCh2"	-0.713959674172981	-0.145137999755814	0.179616829723831	-0.044051542474226	-0.38450512739237	-0.971898185117676	-0.864507208464059	0.212297366864052	-1.25126573065949	0.0643179096717891	0.644461666735568	0.782523769130876	-0.212244974385845	-0.312433783887555	-0.418930331761289	0.218689252282938	0.50758243912855	-0.876969356326075	0.00249473088591769	0.460889870940813	0	0	0	0	1.29728120475537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64023451319064	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90652614644322	-0.678755891321557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38432376626179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13301015527836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.755785675087053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0319267548015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotAvgAreaCh2"	0.448366311594396	0.125264369375734	0.0701328490374217	0.499103882658607	0.277276892462765	0.540397631068395	0.296224065711141	0.288462039988738	0.643673791381197	0.740606614318415	0.837725215735336	0.171614253662245	0.197631641407406	1.28234886431028	0.595770327025779	0.551015071720485	1.04191092282776	0.071252028723657	0.0370633864310466	0.364330798236718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48903018596775	0	-0.287127382180228	0	0	0	0	0.549009742419754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.712187627919572	0	0	0	0	0	0	0	0	0	0	0.588771060847969	0	0	0	0	0	0	0	0	0	0	0	0.598912364511948	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.313436269796672	0	0	0.363883576577587	0	0	0	-0.44264435546972	0	0	0	0	0	-0.679782784760347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.677936416144408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotAvgAreaCh2"	0.551213556106533	0.174490273654814	0.323574092350865	0.655423854713001	0.468119490013272	0.691674710417462	0.460758090386096	0.423105356643061	0.635869200736611	0.726458870929663	0.740626777133299	0.412055241156311	0.399704813307547	1.12096811425055	0.590089900968103	0.641696775340749	0.990911227347678	0.306041241727929	0.295747416777277	0.430950601302879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.634106578238931	0	-0.382703465242435	0	0	0	0	0.55269792793825	0	0	0	-0.412976676610378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.635842339961339	0	0	0	0	0	0	0	0	0	0	0.369855056121983	0	0	0	0	0	0	0	0	0	0	0	0.488960495446673	0	0	0	0	0	0	0	0	0	0	-0.459987785593169	0	0	-0.710671598423786	0	0	0	0	0	0	-0.226098295375171	0	0	0	0	0	-0.458450419779067	0	0	0	0	0	0	0	0	0	0	0	0.718888906890081	0	0	0	0	0	0.598183621738017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotAvgAreaCh2"	0.891240938144208	0.25758278005996	0.606862084844283	0.53788456004913	0.580284830944076	0.273596242386878	0.598774317550618	0.497781036539641	0.743946358221788	0.890468404742652	0.725351163615471	0.453533557842661	0.576830920756139	0.975188946334898	0.622525975649909	0.696424850759616	1.00427678222712	0.564161725748298	0.328430920755908	0.89179853525256	0	-0.753171160718092	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.690791072004494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707873312672499	0	0	0	0.667058630099901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317653760893468	0	0	0	0	0	0	0	0	0	0	0.368686890541878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33852712418376	0	0	0	0	0	0	-0.730720592517338	0	0	0	0	0	-0.650144497679954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138912708299691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotAvgAreaCh2"	-0.184010062786578	-0.643134633624128	-0.423921889922175	-0.440494218347536	-0.434785123902857	-0.126859048635651	-0.484184618450106	0.445222747282894	-0.145695117861218	-0.541951686382681	-0.000668966326988051	-0.228780115242799	-0.603196203460816	-0.205230677933242	-0.508977502485418	-0.184851029312279	-0.525274028832179	-1.28726956727408	-0.126504870295205	-0.362494710842562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36936144554288	0	0	0	0	0	0	0	0	0	0	0	-0.752526953886362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99025225284728	0	0	0	0	0	0	0	0	0	0	0	0.879109461671705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.310830832883474	0	0	-0.573141519945043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotTotalIntenCh2"	0.643220302845656	-1.07921407926113	-1.32175991295604	-0.780128917960084	-1.29437181312544	1.49074374907384	-0.111768587769942	-0.506001160020749	0.405208425793495	-0.348627300748595	1.28244351274327	-2.01546162095217	-0.0523012610178882	0.826448080511109	0.38329441988139	-1.16363608404713	-0.38808607375775	-1.16380373656604	-1.34318446641578	-1.36101187556967	1.43564613989875	0	0	0	-1.83598809822559	0	0	0	0	0	0	0	0	0	0.735425601772291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.716445736914911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890667287101648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.47432917921257	0	0	0	0	0	0	0	0	0	0	1.35669773663178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.8420629681915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594803447616631	0.721680699453407	0	0	0
"SD_ObjectSpotTotalIntenCh2"	0.457732690943346	0.0539750857511041	0.0158928249821347	-0.26867288256907	-0.416399626396099	0.76658070222028	-0.336766572483459	-0.282009809336277	0.00821936098476071	0.00703517011030482	1.45134914724652	-0.682751603342588	0.0353680291817625	1.02940500210959	0.202126234078569	-0.222747900349043	0.653162739419387	-0.76977279427371	-0.205408978744294	-0.352199462095919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634763159702569	0	0	0	0.561670181557359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.917470232467011	0	0	0	0	0	0	0	0	0	0	0	1.18108375007317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11382601138403	0	0	0	0	0	0	0	0	0	0	0	0.84938205995413	0	0	0	0	0	-1.26780808932859	0	0	0	0	0	0	0	0	0	0	1.31644454691508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalIntenCh2"	0.673161295454254	0.26502169632946	0.141993814060237	0.312035294830548	0.18206535684384	0.489243763165324	0.43717878333021	0.187680017897488	0.219109228454663	0.447589595607856	1.74847400367676	0.277567205386016	0.347154404938481	1.31588471513846	0.440227982545031	0.0527912981973481	0.85381748174867	0.320146919885268	0.0757154868599072	0.713911985872398	0	0.0235531778910635	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.25957354166601	0	0	1.99660486418142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887342817791314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90421990210615	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04712958740383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.770025263921102	0	0	-0.573532912684959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.725821099921105	0	-0.897777338999814	0	0	0	0	0	0	0	0.843363352358004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870383716407441	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalIntenCh2"	-0.692231170188348	-0.529505147136475	-0.113760327851939	-0.309318987144748	-0.145303103826964	-0.678214636261203	-0.400415406930202	0.107303601533555	-1.0626313674316	-0.251483548682794	-0.321114176775774	0.136353361941774	-0.401328521717838	-0.410578209624455	-0.44994850573897	-0.0233638903768742	0.0929498891974297	-0.489060828444787	-0.543418702098032	-0.0460298104889414	0	0	0	0	0.719398772032104	0	0	0	0	0	0	0	0	0	0	0	0	0.601620890574426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4404216069162	-0.774008953323766	0	0	0.587879755839953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.820221322925564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.686642343756563	0	0	0	0	0	0	0	0	0	0	-1.3763363419964	0	0	0	-1.22191578424612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotAvgIntenCh2"	0.28206246882655	0.564235251744407	-0.00154497062011508	0.99618851946508	0.531051217819857	0.259749113604083	0.0864579482776207	-0.823839018897371	0.690102632294307	0.991160456819519	0.969234440859355	-0.545557849657687	0.765295077612986	0.361857497859666	2.41138772770535	-0.655990721482145	0.744716188031711	-1.40075492430651	-0.0862302389775493	-0.026042020461042	1.44872116566401	0	-1.51308605873838	0	0	0	0	0	0	0	0	0	0	0	0	0.448647512872403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836549802095963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.01422115231286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.820203726908802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35715335253722	0	0	0	0	0	1.20899392224005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.57449871278025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.19909939739824	0	0	0
"SD_ObjectSpotAvgIntenCh2"	0.841223878141018	0.341129246507619	0.558165864950617	0.52930111682118	0.467865852330307	0.273153410133256	0.468813344936198	0.215053806532761	0.179407231757134	0.477530919089908	0.582952499617222	0.377122312630719	0.463060277250877	0.55877269557256	0.568595291579283	0.337170723668057	0.64710123240206	0.407133187956194	0.218674094309127	0.686418168911136	0	-0.6287855305354	0	0	0.953552251308414	0	0	0	0	0	0	0	0	0	0	-0.65150154942017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98026178739798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4679407812143	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12756181008343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.595773483330942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367235355736524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.689388210134757	0	0	0	0	0	0	0	0	0.551790629243967	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotAvgIntenCh2"	0.892717111918611	0.320817405225659	0.304332310820511	0.297520184314898	0.261454639196752	0.184938550097889	0.370532868338253	0.0815668337198141	0.0114028767015497	0.233545703393437	0.751811941098476	0.20510961265078	0.293083009807899	0.5908313086826	0.415546156723853	0.0941870097598927	0.635523119941376	0.291526123485782	0.151587971454156	0.801390775108559	0	-0.682002753060333	0	0	0.714989536462879	0	0	0	0	0	0	0	0	0	0	-0.502942819161007	0	0	0	0	0	0	0	-0.265730362573798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8958926572622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.371419549823907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895871879256735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301543884868199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.727184591335278	0	0	0	0	0	0	0	0	0.345465516398015	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotAvgIntenCh2"	0.732226874135761	0.285810619672615	0.403364529293373	0.37393704736277	0.275611688717799	-0.0197121419625596	0.192763661323151	0.195846089190393	-0.0508621858988542	0.239684281128269	0.607601677941475	0.207629074110562	0.25151225708756	0.341344071551616	0.445960825247864	0.191019667923177	0.340686226658079	0.176026928254438	0.186233156310567	0.764068258321823	0	-0.872281859373694	0	0	1.01152264138989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13285105341524	0	0	0	1.07328644515454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.685566222084862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782961827617169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468571324173886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49791104830571	0	0	0	0	0	0	0	0	0
