"AMG900"	"Aloxistatin"	"Berberine"	"CA-074.Me"	"Calcitriol"	"Clardribine"	"Cytochalasin.D"	"Dexamethasone"	"Etoposide"	"FCCP"	"Fenbendazole"	"LY2109701"	"LatrunculinB"	"Mebendazole"	"Nicolsamide"	"Nicotinamide"	"Rotenone"	"Staurosporine"	"TC-S7004"	"Tetrandine"	"AMG900:Aloxistatin"	"AMG900:Berberine"	"AMG900:CA-074.Me"	"AMG900:Calcitriol"	"AMG900:Clardribine"	"AMG900:Cytochalasin.D"	"AMG900:Dexamethasone"	"AMG900:Etoposide"	"AMG900:FCCP"	"AMG900:Fenbendazole"	"AMG900:LY2109701"	"AMG900:LatrunculinB"	"AMG900:Mebendazole"	"AMG900:Nicolsamide"	"AMG900:Nicotinamide"	"AMG900:Rotenone"	"AMG900:Staurosporine"	"AMG900:TC-S7004"	"AMG900:Tetrandine"	"Aloxistatin:Berberine"	"Aloxistatin:CA-074.Me"	"Aloxistatin:Calcitriol"	"Aloxistatin:Clardribine"	"Aloxistatin:Cytochalasin.D"	"Aloxistatin:Dexamethasone"	"Aloxistatin:Etoposide"	"Aloxistatin:FCCP"	"Aloxistatin:Fenbendazole"	"Aloxistatin:LY2109701"	"Aloxistatin:LatrunculinB"	"Aloxistatin:Mebendazole"	"Aloxistatin:Nicolsamide"	"Aloxistatin:Nicotinamide"	"Aloxistatin:Rotenone"	"Aloxistatin:Staurosporine"	"Aloxistatin:TC-S7004"	"Aloxistatin:Tetrandine"	"Berberine:CA-074.Me"	"Berberine:Calcitriol"	"Berberine:Clardribine"	"Berberine:Cytochalasin.D"	"Berberine:Dexamethasone"	"Berberine:Etoposide"	"Berberine:FCCP"	"Berberine:Fenbendazole"	"Berberine:LY2109701"	"Berberine:LatrunculinB"	"Berberine:Mebendazole"	"Berberine:Nicolsamide"	"Berberine:Nicotinamide"	"Berberine:Rotenone"	"Berberine:Staurosporine"	"Berberine:TC-S7004"	"Berberine:Tetrandine"	"CA-074.Me:Calcitriol"	"CA-074.Me:Clardribine"	"CA-074.Me:Cytochalasin.D"	"CA-074.Me:Dexamethasone"	"CA-074.Me:Etoposide"	"CA-074.Me:FCCP"	"CA-074.Me:Fenbendazole"	"CA-074.Me:LY2109701"	"CA-074.Me:LatrunculinB"	"CA-074.Me:Mebendazole"	"CA-074.Me:Nicolsamide"	"CA-074.Me:Nicotinamide"	"CA-074.Me:Rotenone"	"CA-074.Me:Staurosporine"	"CA-074.Me:TC-S7004"	"CA-074.Me:Tetrandine"	"Calcitriol:Clardribine"	"Calcitriol:Cytochalasin.D"	"Calcitriol:Dexamethasone"	"Calcitriol:Etoposide"	"Calcitriol:FCCP"	"Calcitriol:Fenbendazole"	"Calcitriol:LY2109701"	"Calcitriol:LatrunculinB"	"Calcitriol:Mebendazole"	"Calcitriol:Nicolsamide"	"Calcitriol:Nicotinamide"	"Calcitriol:Rotenone"	"Calcitriol:Staurosporine"	"Calcitriol:TC-S7004"	"Calcitriol:Tetrandine"	"Clardribine:Cytochalasin.D"	"Clardribine:Dexamethasone"	"Clardribine:Etoposide"	"Clardribine:FCCP"	"Clardribine:Fenbendazole"	"Clardribine:LY2109701"	"Clardribine:LatrunculinB"	"Clardribine:Mebendazole"	"Clardribine:Nicolsamide"	"Clardribine:Nicotinamide"	"Clardribine:Rotenone"	"Clardribine:Staurosporine"	"Clardribine:TC-S7004"	"Clardribine:Tetrandine"	"Cytochalasin.D:Dexamethasone"	"Cytochalasin.D:Etoposide"	"Cytochalasin.D:FCCP"	"Cytochalasin.D:Fenbendazole"	"Cytochalasin.D:LY2109701"	"Cytochalasin.D:LatrunculinB"	"Cytochalasin.D:Mebendazole"	"Cytochalasin.D:Nicolsamide"	"Cytochalasin.D:Nicotinamide"	"Cytochalasin.D:Rotenone"	"Cytochalasin.D:Staurosporine"	"Cytochalasin.D:TC-S7004"	"Cytochalasin.D:Tetrandine"	"Dexamethasone:Etoposide"	"Dexamethasone:FCCP"	"Dexamethasone:Fenbendazole"	"Dexamethasone:LY2109701"	"Dexamethasone:LatrunculinB"	"Dexamethasone:Mebendazole"	"Dexamethasone:Nicolsamide"	"Dexamethasone:Nicotinamide"	"Dexamethasone:Rotenone"	"Dexamethasone:Staurosporine"	"Dexamethasone:TC-S7004"	"Dexamethasone:Tetrandine"	"Etoposide:FCCP"	"Etoposide:Fenbendazole"	"Etoposide:LY2109701"	"Etoposide:LatrunculinB"	"Etoposide:Mebendazole"	"Etoposide:Nicolsamide"	"Etoposide:Nicotinamide"	"Etoposide:Rotenone"	"Etoposide:Staurosporine"	"Etoposide:TC-S7004"	"Etoposide:Tetrandine"	"FCCP:Fenbendazole"	"FCCP:LY2109701"	"FCCP:LatrunculinB"	"FCCP:Mebendazole"	"FCCP:Nicolsamide"	"FCCP:Nicotinamide"	"FCCP:Rotenone"	"FCCP:Staurosporine"	"FCCP:TC-S7004"	"FCCP:Tetrandine"	"Fenbendazole:LY2109701"	"Fenbendazole:LatrunculinB"	"Fenbendazole:Mebendazole"	"Fenbendazole:Nicolsamide"	"Fenbendazole:Nicotinamide"	"Fenbendazole:Rotenone"	"Fenbendazole:Staurosporine"	"Fenbendazole:TC-S7004"	"Fenbendazole:Tetrandine"	"LY2109701:LatrunculinB"	"LY2109701:Mebendazole"	"LY2109701:Nicolsamide"	"LY2109701:Nicotinamide"	"LY2109701:Rotenone"	"LY2109701:Staurosporine"	"LY2109701:TC-S7004"	"LY2109701:Tetrandine"	"LatrunculinB:Mebendazole"	"LatrunculinB:Nicolsamide"	"LatrunculinB:Nicotinamide"	"LatrunculinB:Rotenone"	"LatrunculinB:Staurosporine"	"LatrunculinB:TC-S7004"	"LatrunculinB:Tetrandine"	"Mebendazole:Nicolsamide"	"Mebendazole:Nicotinamide"	"Mebendazole:Rotenone"	"Mebendazole:Staurosporine"	"Mebendazole:TC-S7004"	"Mebendazole:Tetrandine"	"Nicolsamide:Nicotinamide"	"Nicolsamide:Rotenone"	"Nicolsamide:Staurosporine"	"Nicolsamide:TC-S7004"	"Nicolsamide:Tetrandine"	"Nicotinamide:Rotenone"	"Nicotinamide:Staurosporine"	"Nicotinamide:TC-S7004"	"Nicotinamide:Tetrandine"	"Rotenone:Staurosporine"	"Rotenone:TC-S7004"	"Rotenone:Tetrandine"	"Staurosporine:TC-S7004"	"Staurosporine:Tetrandine"	"TC-S7004:Tetrandine"
"CV_ObjectSpotTotalAreaCh3"	0.0592737187990649	0.122742599836196	-0.0195556070019976	0.357484696681968	0.101400463651379	-0.0314648448085777	0.17122610333423	0.0927222065204497	-0.491149228093163	0.335146009958682	0.411356105952581	0.245426421014206	0.163662408974566	0.302917081876515	0.140308290281461	0.0453645608394589	0.349752657783316	0.117932044575898	-0.274855688159878	0.947393558255055	0	-0.357042891495562	0	0	0.835621287986283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13389296434534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64750377287818	0	0	0	-0.237280610183881	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780281627983597	0	0	0	0	0	0	0	0	0	0	0	0	0.639419770278107	0	0	0	0	-0.72977721111087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04647075668056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551296262378948	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotAvgAreaCh3"	-0.108617749509798	-0.0992150882444885	-0.0878211638999669	-0.256664045945178	-0.0619600326909249	0.268349299003316	-0.189827382296401	-0.121466209889672	-0.28806346563128	-0.187419834612047	0.052777259409982	-0.0652474896282932	0.126420066097436	-0.204091970492914	-0.0715769961853275	-0.229717298525104	-0.0117811199653044	0.444901782299223	-0.268950547671565	0.0602064926550887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35838231832935	0	0	1.05976365157714	0	0	0	0	0.570572743060569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06978061092427	0	0	0	0	0	0	0	0	0	0	0	-0.616367610013165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.992969972474959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotAvgAreaCh3"	0.0201313806535937	-0.000788753305740284	0.104638632992451	-0.0281692077695724	-0.0566926013255631	0.0759167668572208	0.221088763410676	-0.0489860084609839	-0.0954496757262947	0.108681326398576	0.352342367133008	-0.0817327810846597	-0.0504785944852943	0.353956140000504	0.097748894348701	-0.0879563210925274	0.361769416432589	0.265532921837473	-0.0947210224324688	0.52674522216324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567598722211395	0	0	1.44077543239117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40689304127844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.940145184142974	0	0	0	0	0	0	0	0	0	0	0	0	0.62230999175364	0	0	0	0	-0.259341969286686	0	0	0	0	0	0	0	0	0	0	-0.288183503708803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.361680580591209	0	0	0	0	0	0	0	0	0.481216839915657	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotAvgAreaCh3"	0.140347288771859	0.0957338230154617	0.174301734286855	0.111465449969293	0.133022627927325	0.0968497024114975	0.178208426266016	0.0802962875914199	0.117639474025273	0.245558445329347	0.239140885314765	0.129502968855579	0.140253822361706	0.342290807391285	0.159888951945368	0.0311127670480064	0.254865732582252	0.190254278335305	0.0721426199784722	0.305510599347542	0	-0.0695818644678435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678195948731645	1.87514075842067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38264821222826	0	0	0	0.787627547339124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56099994196512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.259285217688101	0	0	0	0	0	0	0	0	0	0	-0.108777316518528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434422958490505	0	0	0	0	0	-0.563839395856502	0	0	0
"CV_ObjectSpotAvgAreaCh3"	0.315320067718571	0.0752899715227842	0.326609438319119	0.203235706831825	0.172639238267335	0.0216261750973049	0.359278042865016	0.154283073054505	0.173642737999078	0.428532646681045	0.386608290049688	0.0748805066142256	0.122021915263848	0.595420240030874	0.276774792675572	0.106444515143912	0.404428246661368	0.257944005730764	0.0473503010540831	0.603487018233422	0	-0.276687329941539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23069240021824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943790827698237	0	0	0	0	0	0	0	0	0	0	0	0.49939951702529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24479419028893	0	0	0	0	0	0	0	0	0	0	0	0	0.688064166099384	0	0	0	0	-0.441052841736968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.915455925423507	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotTotalIntenCh3"	0.728083082745825	0.19206253266884	0.530516662519521	0.453283523288216	0.0841399130318799	0.0924555441110144	0.449181628167893	0.21150652759949	0.786534218417181	0.36532988712237	0.838560980574255	0.0617210226227508	0.444781764064683	1.2318661363346	0.331680576260528	0.487798179089586	1.20916927507917	0.14145354144934	0.179080207621143	0.169324653447849	0	0.360571960315334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.923956665966618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.53578728914181	0	1.21452136618227	-0.312698133224463	0	-1.75703966944945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918188291466656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826674315930715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896654279450225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotTotalIntenCh3"	-0.374797323236079	0.157221838771405	-0.467424543237512	0.561681935466482	-0.756847686525054	-0.122245950651647	0.241025942210209	-0.150296613226132	0.0472003280244951	0.155539660227648	1.29031888181163	-0.688014120005004	-0.222503927273152	1.44719921386665	0.0547657424709612	-0.279713239347747	1.23988201718253	-1.01707910604199	-0.263605696521768	0.469824162368944	0	1.56065789194211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.650443144225031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0780018306443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03357671194267	0	0	0	0	0	0	0	0	0	0	0	0	1.44326220148577	0	0	0	0	-1.02317160085969	0	0	0	0	0	0	0	-0.236995074350826	0	0	1.0397935437325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893796537786276	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotTotalIntenCh3"	0.485607369816744	0.0742079486959843	0.00466350537182823	0.17351261467533	-0.267694114035952	0.213583683481025	0.344759179981662	-0.26526563045064	-0.133533463255381	-0.018709182946125	2.16895094203957	-0.0626462169711794	0	1.38804535239997	0.133111934005393	0.0372832937588122	0.936799601558674	-0.0585053685242912	-0.254005792876079	1.12822666448493	0	0	0	0	0.472709245191323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506013381343018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429038879936778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.660485158852548	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72246366063083	0	0	0	0	0	0	0	0	0	0	0	0	0.0818153578469678	0	0	0	0	-0.656233974182027	0	0	-0.9208114502905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.43403036862287	0	0	0	0	0	0	0	0.801215740385111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.865875334986885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379038963520491	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotTotalIntenCh3"	-0.631400644455463	0.192730896788827	0.00419861238422813	0.435107533943309	0.091732837854909	-0.608527988210459	-0.347827555605623	0.0473119913607921	-0.739800454641322	0.171108117876912	0.561783490509484	0.221319095120682	-0.447406310769532	-0.211956828930515	0.174069526408347	-0.201136078015433	0.18613874995214	-0.52658823689554	-0.448751606268229	1.02441261246934	0	0	0	0	0.88253510425037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2601315647856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81407631659125	0	0	0	-0.657767688841706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859217698367607	0	0	0	0	0	0	0	0	0	0	0	0	1.89083294093695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798138279946277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64602066339107	0	0	0	0	0	0	0	0	0
"MEAN_ObjectSpotAvgIntenCh3"	0.443583870170716	0.286500429697584	0.526663711884745	0.689095666452476	0.475254520036974	0.548942573308603	0.831496651188705	0.38591482138858	0.8536307666163	0.589837614812481	0.598586017520631	0.430977984241695	0.498478792967469	0.979030170564656	0.570052662003401	0.73929200490731	0.681789133180034	0.527236542831156	0.584382722437262	0.498245108800219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.738882258810535	0	-0.335734662883209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509677277487844	0	0	0	0	0	0	0.670010158553985	0	0	0	0	0	0	0	0	0	0	0.892274481214114	0	0	0	0	0	0	0	0	0	0	0	0	-0.548552581257331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835469636211904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.381215698307176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.960610717164645	0	0	0	0	0	0	0	0	0
"SD_ObjectSpotAvgIntenCh3"	-0.00574140635119191	0.173171631645841	0.150678987444833	0.988153232081511	-0.0217580612375053	0.0703820004036517	1.17504538483124	0.00680959898502646	-0.190552452046634	0.340618418112075	1.21524043429363	-0.0434470189258956	-0.0851080349349861	0.857647349600732	0.201899402733823	0.273119401772106	0.90156297516348	-0.150960452580699	-0.27005148627712	0.914511876413704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.989959207635797	0	0	0	0	0	0	-0.316615299005821	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20392487701216	0	0	0	0	0	0	0	0	0	0	0	0	0.938526992583448	0	0	0	0	-0.688057073178938	0	0	0	0	0	0	0	-0.485255244601894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.808232318364206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.11724526441409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929435040928196	0	0	0	0	0	0	0	0	0
"SE_ObjectSpotAvgIntenCh3"	0.281962337347278	0.188560735952649	0.268214357950487	0.344565071664765	0.253699713168898	0.216743589989793	0.396278080628554	0.165540510600935	0.219887196261564	0.400812947427987	0.662953326379431	0.293257693968165	0.269709221526408	0.665511294457243	0.303980142030483	0.316393078153617	0.477923407350692	0.29752251933475	0.110696479664257	0.540557598660811	0	-0.169702351346339	0	0	0.644947037643284	0	0	0	0	0	0	0	0	0	0	-0.536612089345828	0	0	1.1018875137708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34630993878085	0	0	0	0.840495497642731	0	0	0	0	0	0	0	0	0	0	0	0.435741154483415	0	0	0	-0.513341452116387	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669403918534102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.452690314166339	0	0	0	0	0	0	0	-0.182318164640346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.310573554736396	0	0	0	0	0	0	0	0.332602607671462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71338936647488	0	0	0	0	0	0	0	0	0
"CV_ObjectSpotAvgIntenCh3"	0.457482446166596	0.11543940949046	-0.112595199832899	0.278577067437193	-0.0314670716030288	-0.386260713128791	-0.100187489121091	0.0279105319076918	-0.413083363048814	-0.0455456557294033	0.616011546760103	0.0957593382846336	-0.256438065768917	0.079496341792846	-0.191385224060949	-0.184478989834529	0.263401769859817	-0.475699044884305	-0.0515741369985309	0.7843903377684	0	-0.494061305006316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44056009349206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09590752831393	0	0	0	-0.197904760163411	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792343629018624	0	0	0	0	0	0	0	0	0	0	0	0	1.46031054633046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933197055976061	0	0	0	0	0	0	0	0	0
"SpotCountCh4"	-0.866295223338463	-0.412444127426376	-0.354847950261987	-0.827024078805884	-0.445617036426188	-0.195664410455871	-1.0341932908463	-0.357615799083258	-0.946719103700531	-0.937439083531543	-0.744067286860356	-0.221717497584465	-0.434068377960819	-1.27495163686576	-0.905310429910172	-0.512899401199972	-1.00032778222821	-0.869596620246552	-0.676182918684761	-0.859574232874126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27363344404195	0	0	-0.565057739566713	0	0	0	0	0	0	0	-0.724227900893674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.603636857841164	0	0	0	0	0	0	0	0	0	0	0.837485761773129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.06518223009626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2122887787504	0	0	-0.990808871528724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.770338461483188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.01592732428955	0	0	0	0	0	0	0	0	0
"SpotTotalAreaCh4"	-0.628297166567204	-0.377231398343061	-0.639973296884845	-0.677313085793027	-0.589776160756518	-0.39925041012392	-0.681300840315912	-0.503459935039942	-0.91578251960353	-0.865171477599259	-0.651713341113933	-0.534767398842411	-0.582726684594124	-1.05061158493818	-0.680346024531779	-0.646155061189674	-0.890855490156141	-0.670290272687158	-0.680061958842249	-0.681409776968758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2488880503906	0	0	-0.943165684855388	0	0	0	0	0	0	0	-0.628041843596882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.311150416863256	0	-0.0498925799403739	0	0	0	0	0	0	-0.915803220557884	0	1.44486262553879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.887069387200564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.961902485627288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498846383696069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.323881374086882	0	0	0	0	0	0	-0.803019028214823	0	0	0	0	0	0	0	0	0
"SpotAvgAreaCh4"	0.223694394301812	-0.647372570998469	-0.0217679825983281	-1.13542165561196	-0.484171856844974	-0.174515517007673	-0.464616967157395	0.0299997371343402	0.0541434505240694	0.0920465258721633	0.24574798772101	0.0363847294470665	-0.137740752680196	0.197719407509886	-0.538071659216216	0.152295322962298	0.311920700677448	-0.0794101975342144	-0.411991025866178	-1.83040069065802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517643468680036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782045555083107	0	0	0	0	0	0	0	0	0.70122877905392	0	0	0	0	0	0	0	0	-1.21552996747097	0	0	0	0	0	0	0	0	0	0	0	1.11765029391687	0	0	0	0	0	0	0	0	0	0	-0.300495664327923	0	0	0	0	0	-0.539269464662721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.305196249674416	0	0	0	0	-1.05100616395327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700198541375482	0	0	0
"SpotTotalIntenCh4"	1.1098584187056	0.905558341628046	1.17652749960799	-0.0214931054963646	1.07129380270679	1.76606836495522	-0.231477129220733	0.289409417321231	0.924956828355645	-1.0639071377848	-1.1173366360833	1.24390326791936	0.550278836545674	-0.860334027549586	-0.899717990713538	0.71432928637123	-1.08713205814575	-0.997197754399084	0.24500653431924	-1.80151702850756	-1.94429943387294	-1.49687173657126	0	0	0	0	0	0	0	0	0	0	0	0	-0.516070525540575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38265145658905	-0.563047121479654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.563114849483436	0	0	0	0	0	0	0	0	0	0	0	0	-2.89246403405519	0	0	0	0	0	0	0	0	0	-1.73028932514501	0	0	0	0	0	-0.731794743121273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91857871797022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03831290778069	0	0	0
